"ItemId","ItemName","Brand","Model","Detail","SaleLimit","IsActive","CatId","FxSalePrice","UKey","Unt","CStk","CCost","RetailPrice","ItmDisc","QtyBelow","MinPrice","QtyUpTo"
"\A76SIMBLUE","SIM TRAY","OPPO","A76 BLUE","","2","false","1","70",,"Pc","0","0","150","0","10","0","50"
"1","Incel","Iphone","13PROMAX SUNLONG INCELL","","2","false","1","5",,"Pc","0","0","5","0","10","0","50"
"1.4BTV730BT","Battery","Nokia","Nokia 1.4 K Logo","","2","false","1","1000",,"Pc","0","0","1250","0","10","0","50"
"10ABODYBLACK","Body","MI","10A BLACK","","2","false","1","1250",,"Pc","0","0","1400","0","10","0","50"
"10ABODYBLUE","Body","MI","10A BLUE","","2","false","1","1250",,"Pc","0","0","1400","0","10","0","50"
"10ABODYGREEN","Body","Mi","10A GREEN","","2","false","1","1250",,"Pc","0","0","1400","0","10","0","50"
"10CBODYBLACK","Body","MI","10C BLACK","","2","false","1","700",,"Pc","0","0","800","0","10","0","50"
"10CBODYBLUE","Body","MI","10C BLUE","","2","false","1","700",,"Pc","0","0","800","0","10","0","50"
"10TBAC5GBLUE","Back","Mi","10T 5G BLUE","","2","false","1","400",,"Pc","0","0","450","0","10","0","50"
"10TBAWHITE","Back","Mi","10T 4G WHITE","","2","false","1","400",,"Pc","0","0","450","0","10","0","50"
"11","Incel","Iphone","11PRO SUNLONG INCE","","2","false","1","3300",,"Pc","0","0","3500","0","10","0","50"
"11BABABLACK","Back","Iphone","11 BLACK","","2","false","1","270",,"Pc","0","0","400","0","10","0","50"
"11BACKBARED","Back","Iphone","11 RED","","2","false","1","300",,"Pc","0","0","350","0","10","0","50"
"11BAGREEN","Back","Iphone","11 GREEN","","2","false","1","270",,"Pc","0","0","400","0","10","0","50"
"11BASADA","Battery","Iphone","11 SADA","","2","false","1","1700",,"Pc","0","0","1800","0","10","0","50"
"11BTFALCON","Battery","Iphone","11 FALCON","","2","false","1","2000",,"Pc","0","0","2100","0","10","0","50"
"11BTINTERLI","Battery","Iphone","11 INTERLINK","","2","false","1","2450",,"Pc","0","0","2600","0","10","0","50"
"11FC","FRONT SPEAKER FLEX","Iphone","11 IPHONE","","2","false","1","1000",,"Pc","0","0","1200","0","10","0","50"
"11LITEUORGF","ORG FRESH","Mi","11LITEU ORG FRESH","","2","false","1","8900",,"Pc","0","0","9500","0","10","0","50"
"11P","Incel","Iphone","0","","2","false","1","3400",,"Pc","0","0","4000","0","10","0","50"
"11PLUS9PROBT","Battery","1 Plus","1plus9pro Bt Gold","","2","false","1","1950",,"Pc","0","0","2200","0","10","0","50"
"11PROBACKRED","Back","Iphone","11 PRO RED","","2","false","1","530",,"Pc","0","0","600","0","10","0","50"
"11PROBAGODLEN","Back","Iphone","11 PRO GODLEN","","2","false","1","350",,"Pc","0","0","450","0","10","0","50"
"11PROBTAAA","Battery","Iphone","11 PRO AAA","","2","false","1","3100",,"Pc","0","0","3300","0","10","0","50"
"11PROBTINTERL","Battery","Iphone","11 PRO INTERLINK","","2","false","1","3700",,"Pc","0","0","3900","0","10","0","50"
"11PROMAXBAGOL","Back","Iphone","11 PRO MAX GOLDEN","","2","false","1","520",,"Pc","0","0","600","0","10","0","50"
"11PROMAXBAGRE","Back","Iphone","11 PRO MAX GREEN","","2","false","1","520",,"Pc","0","0","600","0","10","0","50"
"11PROMAXBAWHI","Back","Iphone","11 PRO MAX WHITE","","2","false","1","500",,"Pc","0","0","550","0","10","0","50"
"11PROMAXBTFOR","Battery","Iphone","11PROMAX FORCE","","2","false","1","2200",,"Pc","0","0","2300","0","10","0","50"
"11PROMAXBTINT","Battery","Iphone","11 PRO MAX INTERLINK","","2","false","1","4100",,"Pc","0","0","4400","0","10","0","50"
"11PROMAXFSF","FRONT SPEAKER FLEX","Iphone","11 PRO MAX","","2","false","1","1200",,"Pc","0","0","1400","0","10","0","50"
"11PROMAXUGX","IC FRESH","Iphone","11PROMAX GX","","2","false","1","7700",,"Pc","0","0","7800","0","10","0","50"
"11PROMAXUORG","ORG FRESH","Iphone","11PROMAX ORG FRESH","","2","false","1","13000",,"Pc","0","0","14500","0","10","0","50"
"11PROMAXUSUN","IC FRESH","Iphone","11PROMAX SUNLONG","","2","false","1","8100",,"Pc","0","0","8300","0","10","0","50"
"11PROMAXUSUNLO","Incel","Iphone","11PROMAX SUNLONG INCELL","","2","false","1","3400",,"Pc","0","0","3600","0","10","0","50"
"11PRORINGER","Ringer Module","Iphone","11 PRO","","2","false","1","0",,"Pc","0","0","0","0","10","0","50"
"11PROUORG","ORG SHAD","Vivo","V11 PRO","","2","false","1","3100",,"Pc","0","0","3400","0","10","0","50"
"11PROUORGFRESH","ORG FRESH","Iphone","11PRO ORG FRESH","","2","false","1","12500",,"Pc","0","0","14000","0","10","0","50"
"11PROUSUNLO","Incel","Iphone","11PRO SUNLONG INCELL","","2","false","1","3400",,"Pc","0","0","3600","0","10","0","50"
"11PROUSUNLONIC","IC FRESH","Iphone","11PRO  SUNLONG IC","","2","false","1","6050",,"Pc","0","0","6100","0","10","0","50"
"11RINGER","Ringer Module","Iphone","11","","2","false","1","250",,"Pc","0","0","350","0","10","0","50"
"11TPROPOCOF","ORG SHAD","Mi","11T PRO POCO F4","","2","false","1","6500",,"Pc","0","0","7000","0","10","0","50"
"11TPROUORG","ORG SHAD","Mi","11T PRO","","2","false","1","6600",,"Pc","0","0","7500","0","10","0","50"
"11TUORGFRES","ORG FRESH","Mi","11TU ORG FRESG","","2","false","1","7500",,"Pc","0","0","8000","0","10","0","50"
"12CBACKWHITE","Back","Mi","12C WHITE","","2","false","1","380",,"Pc","0","0","450","0","10","0","50"
"12MINIuSUNLO","IC FRESH","Iphone","12MINI SUNLONG","","2","false","1","12800",,"Pc","0","0","13500","0","10","0","50"
"12PROBABLACK","Back","Iphone","12 PRO BLACK","","2","false","1","500",,"Pc","0","0","600","0","10","0","50"
"12PROBABLU","Back","Iphone","12PRO BLU","","2","false","1","550",,"Pc","0","0","600","0","10","0","50"
"12PROBAGOLDEN","Back","Iphone","12 PRO GOLDEN","","2","false","1","520",,"Pc","0","0","600","0","10","0","50"
"12PROBAWHITE","Back","Iphone","12 PRO WHITE","","2","false","1","520",,"Pc","0","0","600","0","10","0","50"
"12PROBTAAA","Battery","Iphone","12 PRO AAA","","2","false","1","2550",,"Pc","0","0","2700","0","10","0","50"
"12PROBTFALCON","Battery","Iphone","12PRO FALCON","","2","false","1","2000",,"Pc","0","0","2100","0","10","0","50"
"12PROFSF","FRONT SPEAKER FLEX","Iphone","12 12 PRO","","2","false","1","980",,"Pc","0","0","1000","0","10","0","50"
"12PROMAXBABLA","Back","Iphone","12 PRO MAX BLACK","","2","false","1","520",,"Pc","0","0","600","0","10","0","50"
"12PROMAXBAGOL","Back","Iphone","12 PRO MAX GOLDEN","","2","false","1","500",,"Pc","0","0","600","0","10","0","50"
"12PROMAXBAWHI","Back","Iphone","12 PRO MAX WHITE","","2","false","1","520",,"Pc","0","0","600","0","10","0","50"
"12PROMAXBTAAA","Battery","Iphone","12 PRO MAX AAA","","2","false","1","3100",,"Pc","0","0","3300","0","10","0","50"
"12PROMAXBTFAL","Battery","Iphone","12 PRO MAX FALCON","","2","false","1","2650",,"Pc","0","0","2700","0","10","0","50"
"12PROMAXINT","Lcd Unit","Iphone","12PROMAX INTERLINK","","2","false","1","4100",,"Pc","0","0","4300","0","10","0","50"
"12PROMAXRING","Ringer Module","Iphone","12 PRO MAX","","2","false","1","400",,"Pc","0","0","800","0","10","0","50"
"12PROMAXUGX","IC FRESH","Iphone","12PROMAX GX","","2","false","1","11900",,"Pc","0","0","12500","0","10","0","50"
"12PROMAXUINC","Incel","Iphone","12PROMAX  SUNLONG","","2","false","1","4100",,"Pc","0","0","4300","0","10","0","50"
"12PROMAXUSUN","IC FRESH","Iphone","12PROMAX SUNLONG","","2","false","1","12200",,"Pc","0","0","12500","0","10","0","50"
"12PRORINGER","Ringer Module","Iphone","12 12 PRO","","2","false","1","400",,"Pc","0","0","700","0","10","0","50"
"12PROUGX","IC FRESH","Iphone","12 PRO GX","","2","false","1","7000",,"Pc","0","0","7500","0","10","0","50"
"12PROUSUNLOI","Incel","Iphone","12 PRO SUNLONG","","2","false","1","3550",,"Pc","0","0","3700","0","10","0","50"
"12PROUSUNLON","IC FRESH","Iphone","12PRO SUNLONG","","2","false","1","8850",,"Pc","0","0","9100","0","10","0","50"
"12PROUXD","Incel","Iphone","12PRO XD","","2","false","1","2800",,"Pc","0","0","2950","0","10","0","50"
"13BABLUE","Back","Iphone","13 BLUE","","2","false","1","280",,"Pc","0","0","350","0","10","0","50"
"13BAGREEN","Back","Iphone","13 GREEN","","2","false","1","300",,"Pc","0","0","400","0","10","0","50"
"13BTAAA","Battery","Iphone","13 AAA","","2","false","1","2350",,"Pc","0","0","2500","0","10","0","50"
"13BTSADA","Battery","Iphone","13 SADA","","2","false","1","0",,"Pc","0","0","0","0","10","0","50"
"13CBACKGREEN","Back","Mi","13C GREEN","","2","false","1","380",,"Pc","0","0","450","0","10","0","50"
"13CBODYBLACK","Body","MI","13C BLACK","","2","false","1","950",,"Pc","0","0","1100","0","10","0","50"
"13CFINGER","Finger Print","Mi","13C BLUE","","0","false","1","320",,"Pc","0","0","350","0","10","0","50"
"13CUSUNLONG","Lcd Unit","Mi","REDMI 13C SUNLONG","","2","false","1","2080",,"Pc","0","0","2150","0","10","0","50"
"13PROBABLUE","Back","Iphone","13 PRO BLUE","","2","false","1","520",,"Pc","0","0","600","0","10","0","50"
"13PROBACKGREEN","Back","Iphone","13 PRO GREEN","","2","false","1","0",,"Pc","0","0","0","0","10","0","50"
"13PROBAGOLDEN","Back","Iphone","13 PRO GOLDEN","","2","false","1","520",,"Pc","0","0","600","0","10","0","50"
"13PROBAWHITE","Back","Iphone","13 PRO WHITE","","2","false","1","480",,"Pc","0","0","550","0","10","0","50"
"13PROBTZNF","Battery","Iphone","13PRO ZNF","","2","false","1","3100",,"Pc","0","0","3400","0","10","0","50"
"13PROFSF","FRONT SPEAKER FLEX","Iphone","13 PRO","","2","false","1","680",,"Pc","0","0","700","0","10","0","50"
"13PROMAXBAGOL","Back","Iphone","13 PRO MAX GOLDEN","","2","false","1","600",,"Pc","0","0","700","0","10","0","50"
"13PROMAXBAGRE","Back","Iphone","13 PRO MAX GREEN","","2","false","1","600",,"Pc","0","0","700","0","10","0","50"
"13PROMAXBAWHI","Back","Iphone","13 PRO MAX WHITE","","2","false","1","600",,"Pc","0","0","700","0","10","0","50"
"13PROMAXBTFALC","Battery","Iphone","13 PRO MAX FALCON","","2","false","1","2950",,"Pc","0","0","3100","0","10","0","50"
"13PROMAXBTFOR","Battery","Iphone","13PROMAX FORCE","","2","false","1","2250",,"Pc","0","0","2300","0","10","0","50"
"13PROMAXUS","Incel","Iphone","13PROMAX SUNLONG INCEL","","2","false","1","4850",,"Pc","0","0","5300","0","10","0","50"
"13PROMAXuSUN","IC FRESH","Iphone","13PROMAX SUNLONG","","2","false","1","12500",,"Pc","0","0","13000","0","10","0","50"
"13PRORINGER","Ringer Module","Iphone","13 PRO","","2","false","1","500",,"Pc","0","0","800","0","10","0","50"
"13PROU","Incel","Iphone","13PRO  XD INCELL","","2","false","1","5100",,"Pc","0","0","5500","0","10","0","50"
"13PROUSUNLO","Incel","Iphone","13PRO SUNLONG INCELL","","2","false","1","5000",,"Pc","0","0","5200","0","10","0","50"
"13PROuSUNLON","IC FRESH","Iphone","13PRO SUNLONG IC","","2","false","1","11200",,"Pc","0","0","11500","0","10","0","50"
"13RINGER","Ringer Module","Iphone","13","","2","false","1","0",,"Pc","0","0","0","0","10","0","50"
"13USUNL","Incel","Iphone","13  SUNLONG INCELL","","2","false","1","3800",,"Pc","0","0","4000","0","10","0","50"
"13USUNLONG","IC FRESH","Iphone","13  SUNLONG IC","","2","false","1","9200",,"Pc","0","0","9400","0","10","0","50"
"14PROBTFALCON","Battery","Iphone","14 PRO FALCON","","2","false","1","2750",,"Pc","0","0","3000","0","10","0","50"
"14PROMABTXFAL","Battery","Iphone","14 PRO MAX FALCON","","2","false","1","3400",,"Pc","0","0","3600","0","10","0","50"
"14PROMAXBTFOR","Battery","Iphone","14PROMAX FORCE","","0","false","1","2500",,"Pc","0","0","2600","0","10","0","50"
"14PROMAXUINC","Incel","Iphone","14PROMAX SUNLONG INCELL","","2","false","1","5600",,"Pc","0","0","5900","0","10","0","50"
"14PROMAXUSUN","IC FRESH","Iphone","14PROMAX SUNLONG","","2","false","1","15300",,"Pc","0","0","16000","0","10","0","50"
"14PROUSULON","IC FRESH","Iphone","14PRO SUNLONG","","2","false","1","15500",,"Pc","0","0","17000","0","10","0","50"
"14PROUSUNLON","Incel","Iphone","14PRO  SUNLONG INCELL","","2","false","1","4900",,"Pc","0","0","5200","0","10","0","50"
"14RINGER","Ringer Module","Iphone","14","","2","false","1","1050",,"Pc","0","0","1200","0","10","0","50"
"14TUORGFRES","ORG FRESH","Mi","14TU ORG FRESH","","2","false","1","6700",,"Pc","0","0","7500","0","10","0","50"
"14USUNLONG","IC FRESH","Iphone","14 OLED  SUNLONG","","2","false","1","9550",,"Pc","0","0","10000","0","10","0","50"
"14UXD","Incel","Iphone","14 XD","","2","false","1","3250",,"Pc","0","0","3400","0","10","0","50"
"15PROBTMAXFAL","Battery","Iphone","15 PRO MAX FALCON","","2","false","1","3400",,"Pc","0","0","3800","0","10","0","50"
"15PROMAXRING","Ringer Module","Iphone","15 PRO MAX","","2","false","1","0",,"Pc","0","0","0","0","10","0","50"
"15PROMAXUINC","Incel","Iphone","15PROMAX  SUNLONG","","2","false","1","5700",,"Pc","0","0","6000","0","10","0","50"
"15PROMAXUSUN","IC FRESH","Iphone","15PROMAX  SUNLONG","","2","false","1","23000",,"Pc","0","0","25000","0","10","0","50"
"15PRORINGER","Ringer Module","Iphone","15 PRO","","2","false","1","0",,"Pc","0","0","0","0","10","0","50"
"15PROUSUNLO","IC FRESH","Iphone","15PRO SUNLONG IC","","2","false","1","14000",,"Pc","0","0","15000","0","10","0","50"
"15RINGER","Ringer Module","Iphone","15","","2","false","1","0",,"Pc","0","0","0","0","10","0","50"
"15UINCELSUNL","Incel","Iphone","15 INCEL SUNLONG INCELL","","2","false","1","4800",,"Pc","0","0","5000","0","10","0","50"
"16PIN1.8DG","Lcd","Nokia","16 PIN 1.8  DG NOKIA","","2","false","1","200",,"Pc","0","0","20","0","10","0","50"
"16PIN1.8KT","Lcd","Nokia","16 PIN 1.8 KT  NOKIA","","2","false","1","170",,"Pc","0","0","200","0","10","0","50"
"16PIN1.8ZAN","Lcd","China","ITEL 16 PIN 1.8 ZAN","","2","false","1","170",,"Pc","0","0","200","0","10","0","50"
"16PIN2.0ITEL","Lcd","China","ITEL 16 PIN 2.0","","2","false","1","220",,"Pc","0","0","250","0","10","0","50"
"16PIN2.4JAZZ","Lcd","China","JAZZ 16 PIN 2.4","","2","false","1","250",,"Pc","0","0","300","0","10","0","50"
"16PIN2.8I261","Lcd","China","16 PIN 2.8 I261","","2","false","1","370",,"Pc","0","0","400","0","10","0","50"
"16RINGER","Ringer Module","Iphone","16","","2","false","1","0",,"Pc","0","0","0","0","10","0","50"
"1ADITIONU","LCD UNIT","Motorola","1 ADITION","","2","false","1","2000",,"Pc","0","0","2500","0","10","0","50"
"1HYPERU","LCD UNIT","Motorola","1 HYPER","","2","false","1","2200",,"Pc","0","0","2800","0","10","0","50"
"1PLRG","ORG SHAD","1 Plus","1 PLUS 7 ORG SHAD","","2","false","1","2800",,"Pc","0","0","3200","0","10","0","50"
"1PLURGSHAD","ORG SHAD","1 Plus","1 PLUS 5 ORG SHAD","","2","false","1","3100",,"Pc","0","0","3500","0","10","0","50"
"1PLUS10URENO11F","ORG FRESH","1plus","1PLUS10U RENO11FU","","2","false","1","9550",,"Pc","0","0","1000","0","10","0","50"
"1PLUS11RU","Incel","1 Plus","1PLUS11R INCELL","1PLUS11PROU 1PLUS10PROU 5G","2","false","1","0",,"Pc","0","0","0","0","10","0","50"
"1PLUS3BC","Back Camera","1 Plus","1 PLUS 3 1 PLUS 3 T","","2","false","1","1100",,"Pc","0","0","1300","0","10","0","50"
"1PLUS3UINCELL","Incel","1 Plus","1PLUS3 INCELL","","2","false","1","3050",,"Pc","0","0","3050","0","10","0","50"
"1PLUS5TU","ORG SHAD","1 Plus","1PLUS 5T","","2","false","1","3100",,"Pc","0","0","3300","0","10","0","50"
"1PLUS5TUORG","ORG FRESH","1plus","1PLUS 5T ORG SHAD","","2","false","1","2800",,"Pc","0","0","3500","0","10","0","50"
"1PLUS6TUI","Incel","Oppo","RENOZU INCELL REALMEXTU INCELL 1PLUS 6T","","2","false","1","1950",,"Pc","0","0","2100","0","10","0","50"
"1PLUS6TUORGSH","ORG SHAD","1 Plus","1PLUS 6T RENOZ REALMI XT","","2","false","1","3100",,"Pc","0","0","3500","0","10","0","50"
"1PLUS6UORG","ORG SHAD","1 Plus","1 PLUS 6 ORG SHAD","","2","false","1","2700",,"Pc","0","0","3200","0","10","0","50"
"1PLUS7BACKBLACK","Back","1 Plus","7 BLACK","","2","false","1","1550",,"Pc","0","0","1650","0","10","0","50"
"1PLUS7BACKBLU","Back","1 Plus","7 BLUE","","2","false","1","1550",,"Pc","0","0","1650","0","10","0","50"
"1PLUS7PROBACKB","Back","1 Plus","7 PRO BLACK","","2","false","1","900",,"Pc","0","0","1000","0","10","0","50"
"1PLUS7PROBACKG","Back","1 Plus","7 PRO GREEN","","2","false","1","550",,"Pc","0","0","800","0","10","0","50"
"1PLUS7PROBTFAL","Battery","1 Plus","7 PRO FALCON","","2","false","1","1450",,"Pc","0","0","1600","0","10","0","50"
"1PLUS7PROBTZNF","Battery","1 Plus","1PLUS7PRO ZNF","","2","false","1","1350",,"Pc","0","0","1500","0","10","0","50"
"1PLUS7PROUIN","Incel","1 Plus","1PLUS7PRO INCELL","","0","false","1","3300",,"Pc","0","0","3600","0","10","0","50"
"1PLUS7PROUOR","ORG SHAD","1 Plus","1PLUS7PRO ORG SHAD","","2","false","1","11200",,"Pc","0","0","12000","0","10","0","50"
"1PLUS7TUINCEL","Incel","1 Plus","1PLUS7T INCELL","","2","false","1","2500",,"Pc","0","0","2800","0","10","0","50"
"1PLUS7UNCELL","Incel","1 Plus","1PLUS7 INCELL","","2","false","1","2800",,"Pc","0","0","3500","0","10","0","50"
"1PLUS8BACKBLU","Back","1 Plus","1PLUS 8 BACK BLU","","2","false","1","520",,"Pc","0","0","1100","0","10","0","50"
"1PLUS8BACKBLUOR","Back","1 Plus","1PLUS 8 BACK","","2","false","1","1150",,"Pc","0","0","1300","0","10","0","50"
"1PLUS8baORG","Back","1 Plus","1PLUS8 ORG ORAGLOW","","2","false","1","1700",,"Pc","0","0","1900","0","10","0","50"
"1PLUS8BTFORCE","Battery","1 Plus","1PLUS8 FORCE","","2","false","1","1320",,"Pc","0","0","1400","0","10","0","50"
"1PLUS8BTSPE","Battery","1 Plus","1PLUS8 BT SPEED","","0","false","1","1800",,"Pc","0","0","2000","0","10","0","50"
"1PLUS8PROBACK","Back","1 Plus","8PRO BLACK","","2","false","1","1050",,"Pc","0","0","1150","0","10","0","50"
"1PLUS8PROBACKBA","Back","1 Plus","8PRO ORG GREEN","","2","false","1","1600",,"Pc","0","0","1800","0","10","0","50"
"1PLUS8PROBACKBL","Back","1 Plus","8PRO BLUE","","2","false","1","1050",,"Pc","0","0","1150","0","10","0","50"
"1PLUS8PROBACKGR","Back","1 Plus","8PRO GREEN","","2","false","1","1050",,"Pc","0","0","1150","0","10","0","50"
"1PLUS8PROBACKO","Back","1 Plus","8PRO ORG BLACK","","2","false","1","1600",,"Pc","0","0","1800","0","10","0","50"
"1PLUS8PROBACKOR","Back","1 Plus","8PRO ORG BLUE","","2","false","1","1600",,"Pc","0","0","1800","0","10","0","50"
"1PLUS8PROBTAAA","Battery","1 Plus","1PLUS8 PRO AAA","","2","false","1","0",,"Pc","0","0","0","0","10","0","50"
"1PLUS8PROBTSPE","Battery","1 Plus","1PLUS8PRO BT SPEED","","0","false","1","1550",,"Pc","0","0","1900","0","10","0","50"
"1PLUS8TU1PLUS9R","ORG SHAD","1 Plus","1PLUS8T 1PLUS9R","","2","false","1","10300",,"Pc","0","0","11000","0","10","0","50"
"1PLUS8U","ORG SHAD","1 Plus","1 PLUS 8 MINOR","","2","false","1","10100",,"Pc","0","0","11000","0","10","0","50"
"1PLUS8UINCELL","Incel","1 Plus","1PLUS8 INCELL","","2","false","1","3500",,"Pc","0","0","4000","0","10","0","50"
"1PLUS8UORGSHA","ORG SHAD","1 Plus","1PLUS8 ORG SHAD","","2","false","1","8500",,"Pc","0","0","9000","0","10","0","50"
"1PLUS8URENO4PR","Ic Shad","1 Plus","1PLUS 8TU IC FRESH","","2","false","1","8800",,"Pc","0","0","9500","0","10","0","50"
"1PLUS8URENO4PRO","IC FRESH","1 Plus","1PLUS8 RENO4PRO","","2","false","1","8400",,"Pc","0","0","9500","0","10","0","50"
"1PLUS9BACKBLACK","Back","1 Plus","9 BLACK","","2","false","1","1650",,"Pc","0","0","1800","0","10","0","50"
"1PLUS9BACKBLU","Back","1 Plus","9 BLUE","","2","false","1","1650",,"Pc","0","0","1800","0","10","0","50"
"1PLUS9BTFALCONE","Battery","1 Plus","9 FALCON","","2","false","1","1750",,"Pc","0","0","1900","0","10","0","50"
"1PLUS9BTSPEED","Battery","1 Plus","1 PLUS9 BT SPEED","","2","false","1","1150",,"Pc","0","0","1200","0","10","0","50"
"1PLUS9PROBACK","Back","1 Plus","1 PLUS 9 PRO BLACK","","2","false","1","2350",,"Pc","0","0","2500","0","10","0","50"
"1PLUS9PROBACKGR","Back","1 Plus","1 PLUS 9 PRO GREEN","","2","false","1","2350",,"Pc","0","0","2500","0","10","0","50"
"1PLUS9PROBTFALC","Battery","1 Plus","1 PLUS 9PRO FALCON","","2","false","1","2700",,"Pc","0","0","2900","0","10","0","50"
"1PLUS9PROBTFORC","Battery","1 Plus","1PLUS 9PRO FORCE 9R","","2","false","1","2700",,"Pc","0","0","2800","0","10","0","50"
"1PLUS9PROUINC","Incel","1 Plus","1PLUS9PRO INCELL","","2","false","1","0",,"Pc","0","0","0","0","10","0","50"
"1PLUS9UINCELL","Incel","1 Plus","1PLUS9 INCELL","","2","false","1","2750",,"Pc","0","0","3000","0","10","0","50"
"1POWERU","LCD UNIT","Motorola","1 POWER","","2","false","1","0",,"Pc","0","0","0","0","10","0","50"
"1VISIONU","Lcd Unit","Motorola","1 VISION - 1 ADDTION","","2","false","1","2000",,"Pc","0","0","2500","0","10","0","50"
"2.3BT3.2BTWT240","Battery","Nokia","2.3 3.2 K Logo","","2","false","1","1000",,"Pc","0","0","1200","0","10","0","50"
"2.4BTWT242BT","Battery","Nokia","Nokia 2.4 K Logo","","2","false","1","1000",,"Pc","0","0","1250","0","10","0","50"
"3.4BTHQ430BT","Battery","Nokia","Nokia 3.4 K Logo","","2","false","1","950",,"Pc","0","0","1200","0","10","0","50"
"3.4U5.4U","Lcd Unit","Nokia","3.4 5.4","","2","false","1","2000",,"Pc","0","0","2100","0","10","0","50"
"30SEU505U","Lcd Unit","Tcl","TCL 30SE TCL 505","","2","false","1","2700",,"Pc","0","0","3200","0","10","0","50"
"3310CHAR","Charging Base","SAMSUNG","A10S 3310","","2","false","1","5",,"Pc","0","0","10","0","10","0","50"
"3310RINGER","Parts/tool","China","3310 ORG RINGER","","2","false","1","60",,"Pc","0","0","100","0","10","0","50"
"39LTBTFALCON","Battery","Infinix","39LT FALCON","","2","false","1","1300",,"Pc","0","0","1350","0","10","0","50"
"39MXBTX660BTSUN","Battery","Infinix","X660 SUN 39MX","","2","false","1","900",,"Pc","0","0","950","0","10","0","50"
"49KXBTFALCONE","Battery","Infinix","X663 BT FALCONE","","2","false","1","1450",,"Pc","0","0","1600","0","10","0","50"
"49KXBTX663BT","Battery","Infinix","49KX FORCE X663","","2","false","1","1100",,"Pc","0","0","1200","0","10","0","50"
"49PXBTX6731BT","Battery","Infinix","X6731 K Logo","","2","false","1","1300",,"Pc","0","0","1500","0","10","0","50"
"49VXBT49OXBT","Battery","Infinix","X6851 K Logo X6850","","2","false","1","1200",,"Pc","0","0","1350","0","10","0","50"
"5028u1s","Lcd Unit","Alcatel","5028 1s alcatel","","2","false","1","2250",,"Pc","0","0","2450","0","10","0","50"
"5030U","Lcd Unit","Alcatel","5030 1SE","","2","false","1","2200",,"Pc","0","0","2600","0","10","0","50"
"5PROUBU","Lcd Unit","Realmi","5 PRO BUKSHI","","2","false","1","1700",,"Pc","0","0","1750","0","10","0","50"
"5TBT6TBT1PLUS7B","Battery","1 Plus","1PLUS7 BT 1PLUS 5T BT 1PLUS6T BT","","0","false","1","1550",,"Pc","0","0","1600","0","10","0","50"
"6GBTFALCON","Battery","Iphone","6G FALCON","","2","false","1","1350",,"Pc","0","0","1400","0","10","0","50"
"6GSIMGOLDEN","SIM TRAY","IPHONE","6G GOLDEN","","2","false","1","70",,"Pc","0","0","150","0","10","0","50"
"6GWFPHITE","Finger Print","Iphone","6G WHITE","","2","false","1","120",,"Pc","0","0","150","0","10","0","50"
"6PLUSBC","Back Camera","Iphone","6PLUS","","2","false","1","500",,"Pc","0","0","1000","0","10","0","50"
"6PLUSBT","Battery","Iphone","6 PLUS 6S PLUS SUN","","2","false","1","1300",,"Pc","0","0","1350","0","10","0","50"
"6PLUSBTFALCO","Battery","Iphone","6SPLUS FALCON","","2","false","1","1650",,"Pc","0","0","1800","0","10","0","50"
"6PLUSBTFORCE","Battery","Iphone","6PLUS FORCE","","2","false","1","1150",,"Pc","0","0","1300","0","10","0","50"
"6PLUSBTINTER","Battery","Iphone","6S PLUS INTERLINK","","2","false","1","1900",,"Pc","0","0","2000","0","10","0","50"
"6PLUSBTSADA","Battery","Iphone","6SPLUS 6PLUS SADA","","2","false","1","750",,"Pc","0","0","800","0","10","0","50"
"6PLUSCHF","Charging Flex","Iphone","6 PLUS","","2","false","1","320",,"Pc","0","0","400","0","10","0","50"
"6PLUSFC","Front Camera","Iphone","6 PLUS","","2","false","1","700",,"Pc","0","0","900","0","10","0","50"
"6PLUSFINGER","Finger Print","Iphone","6S - 6S PLUS BLACK","","2","false","1","200",,"Pc","0","0","300","0","10","0","50"
"6PLUSSUNLONG","Lcd Unit","IPHONE","6PLUS SUNLONG BLACK","","2","false","1","2000",,"Pc","0","0","2100","0","10","0","50"
"6PLUSUBLAC","Lcd Unit","IPHONE","6PLUS COPY BLACK","","2","false","1","1650",,"Pc","0","0","1700","0","10","0","50"
"6PLUSVOLUME","Volume","Iphone","6 PLUS","","2","false","1","0",,"Pc","0","0","0","0","10","0","50"
"6SBTINTERLINK","Battery","Iphone","6S INTERLINK","","2","false","1","0",,"Pc","0","0","0","0","10","0","50"
"6SBTSADA","Battery","Iphone","6S SADA","","2","false","1","650",,"Pc","0","0","750","0","10","0","50"
"6SBTSUN","Battery","Iphone","6S SUN","","2","false","1","880",,"Pc","0","0","950","0","10","0","50"
"6SPE","Lcd Unit","Iphone","6SPLU ORG WHITE","","2","false","1","3100",,"Pc","0","0","3300","0","10","0","50"
"6SPLUSCHF","Charging Flex","Iphone","6S PLUS","","2","false","1","400",,"Pc","0","0","450","0","10","0","50"
"6SPLUSFINGWH","Finger Print","Iphone","6S - 6S PLUS  WHITE","","2","false","1","120",,"Pc","0","0","200","0","10","0","50"
"6SPLUSLP","Lite Paper","IPHONE","6S PLUS","","2","false","1","450",,"Pc","0","0","500","0","10","0","50"
"6SPLUSOCABLACK","Oca Glass","Iphone","6S PLUS BLACK","","2","false","1","300",,"Pc","0","0","350","0","10","0","50"
